precision|recall|thresholds
0.09092303422486452|1.0|0.00013836501
0.09310587776761756|0.9978311510964736|0.004326676
0.09529601034554426|0.9944573861354326|0.010060068
0.09758953222527234|0.9909229657000562|0.018223425
0.0998746989520276|0.98602297373283|0.029138766
0.10214662009933248|0.979677082496586|0.04252622
0.10438939366484602|0.971804964254157|0.057948954
0.10654862532253759|0.9619246525825368|0.07561368
0.10864474179654136|0.9502771306932284|0.094778344
0.1108928554483256|0.9387099365410876|0.11637519
0.11308957055214724|0.9254558599084264|0.1395355
0.11513321744787695|0.9097919511607359|0.16381966
0.11705861890857727|0.8920395212466865|0.1887105
0.1194408870499896|0.8765362679733312|0.21446782
0.12135458167330677|0.8563740059442525|0.24032366
0.12367943655959876|0.8378986263956945|0.26734167
0.1258999925773808|0.8174953811551129|0.2938193
0.12799855164298|0.7950839424853402|0.31984213
0.13040003251195492|0.773234797975741|0.34605277
0.13202582773921948|0.7456823841272391|0.37338004
0.13427249726784138|0.7204594746565989|0.399783
0.136645177600809|0.6946742710257852|0.4262562
0.13936990747712025|0.6691300506064745|0.45290947
0.14172458538492988|0.6404530484376255|0.4790931
0.1442088895631068|0.6108924411599326|0.50508773
0.14810751508502468|0.5855892039521247|0.53153294
0.15141438228795204|0.555948268937264|0.5580276
0.15513194395049434|0.5255843842878946|0.5845841
0.15893628579558683|0.49353361715800464|0.6103476
0.16425725668753557|0.4636516989316411|0.63683814
0.16930714985927964|0.4300747047955659|0.66350985
0.17562086387248274|0.39649771065949074|0.6905456
0.1821952905770873|0.3598682625110451|0.7182674
0.19044456042131233|0.322435536990923|0.7457551
0.19961284445456615|0.28162904650975984|0.7740253
0.21421962849619244|0.2417864888746084|0.80317086
0.23619282596318086|0.19993573781026588|0.8356686
0.2726107392109386|0.1537472889388706|0.87104857
0.34643874643874645|0.09767852839585509|0.9154316
1.0|8.032773716764399e-05|0.9992982
