precision|recall|thresholds
0.5000200827408925|1.0|0.49953416
0.5013414634146341|0.9906819824885533|0.49969852
0.502915753339675|0.9767852839585509|0.4997286
0.5053977392997756|0.958952526307334|0.49975127
0.5081737914153335|0.933890272311029|0.49977112
0.5128415674467406|0.9030444212386537|0.4997883
0.5203993055555556|0.8668166117760463|0.49980518
0.5264591039868475|0.8231183227568479|0.49982148
0.5347847709565121|0.7774118403084586|0.49983782
0.5445981397567374|0.7337135512892602|0.49985424
0.5544134652447642|0.6932283717567677|0.49987057
0.5652510740192971|0.6447104185075107|0.49988684
0.5747126436781609|0.6024580287573299|0.4999036
0.5869655804650388|0.5657482528717166|0.4999212
0.602333272092596|0.5267089726082417|0.4999395
0.6125644074514467|0.4965860711703751|0.4999588
0.621102863202545|0.47047955659089086|0.49997753
0.6289244021307945|0.4457386135432565|0.49999863
0.6359893436667474|0.4218812756044662|0.5000178
0.6424305375227214|0.39746164350550245|0.5000364
0.6543296089385475|0.3763354486304121|0.5000557
0.6618846270009061|0.35207647200578357|0.5000742
0.6738451421995726|0.3292633946501727|0.5000928
0.6807971014492754|0.3018716362760061|0.5001125
0.6930241775663892|0.28090609687525103|0.5001329
0.7055107819647136|0.26018154068599886|0.5001552
0.7186302681992337|0.2410635392400996|0.5001781
0.7336510458035478|0.2225881596915415|0.500205
0.7496335385517443|0.20539802393766568|0.50023466
0.7683207361156753|0.18780624949795163|0.5002687
0.7842339008142117|0.1702144750582376|0.5003043
0.8017714044706875|0.15270302835569122|0.50034124
0.8214461387112642|0.13414732106996546|0.50038075
0.8506682161533992|0.1175998072134308|0.5004286
0.8821052631578947|0.10097196561972849|0.5004976
0.9007901668129938|0.08241625833400273|0.5005804
0.928150765606596|0.06329825688810346|0.5006844
0.9547038327526133|0.0440195999678689|0.50082946
0.9756944444444444|0.02257209414410796|0.5009972
1.0|0.00040163868583821993|0.5011422
