fpr|tpr|thresholds
0.0|0.0|1.9992001
0.0|8.032773716764399e-05|0.99920005
0.0|0.0080327737167644|0.9899393
8.032773716764399e-05|0.0080327737167644|0.98989177
8.032773716764399e-05|0.00988031167162021|0.98774135
0.00016065547433528798|0.00988031167162021|0.98763627
0.00016065547433528798|0.014057354004337698|0.9835207
0.00024098321150293196|0.014057354004337698|0.9833814
0.00024098321150293196|0.014539320427343561|0.9829921
0.00032131094867057596|0.014539320427343561|0.9827738
0.00032131094867057596|0.017270463491043456|0.9803923
0.00040163868583821993|0.017270463491043456|0.9802421
0.00040163868583821993|0.01871636276006105|0.97922236
0.0004819664230058639|0.01871636276006105|0.97921914
0.0004819664230058639|0.019278656920234557|0.97865397
0.0005622941601735079|0.019278656920234557|0.97864145
0.0005622941601735079|0.020483572977749217|0.97790605
0.0006426218973411519|0.020483572977749217|0.97788686
0.0006426218973411519|0.02096553940075508|0.97760826
0.0007229496345087958|0.02096553940075508|0.9775783
0.0007229496345087958|0.02176881677243152|0.97694117
0.0008032773716764399|0.02176881677243152|0.9769266
0.0008032773716764399|0.022250783195437385|0.97661227
0.0008836051088440839|0.022250783195437385|0.9766019
0.0008836051088440839|0.022813077355610892|0.97642606
0.0009639328460117278|0.022813077355610892|0.97630465
0.0009639328460117278|0.02353602699011969|0.9758068
0.0010442605831793717|0.02353602699011969|0.9757023
0.0010442605831793717|0.02377701020162262|0.97552574
0.0011245883203470158|0.02377701020162262|0.9754734
0.0011245883203470158|0.024660615310466705|0.9751184
0.0012852437946823038|0.024660615310466705|0.97505593
0.0012852437946823038|0.0253835649449755|0.9739726
0.0013655715318499479|0.0253835649449755|0.9739578
0.0013655715318499479|0.026427825528154873|0.97348094
0.0015262270061852357|0.026427825528154873|0.9734075
0.0015262270061852357|0.027472086111334244|0.97272724
0.0016065547433528797|0.027472086111334244|0.9726679
0.0016065547433528797|0.02835569122017833|0.9714955
0.0016868824805205238|0.02835569122017833|0.97143584
0.0016868824805205238|0.028998313117519478|0.970908
0.0017672102176881678|0.028998313117519478|0.9708902
0.0017672102176881678|0.029560607277692986|0.97033465
0.0018475379548558116|0.029560607277692986|0.9703222
0.0018475379548558116|0.030363884649369427|0.9698991
0.0019278656920234556|0.030363884649369427|0.9698448
0.0019278656920234556|0.03301469997590168|0.9676384
0.0020081934291911|0.03301469997590168|0.9675827
0.0020081934291911|0.03365732187324283|0.96708137
0.0020885211663587435|0.03365732187324283|0.9670399
0.0020885211663587435|0.03438027150775163|0.96663976
0.0021688489035263875|0.03438027150775163|0.9664817
0.0021688489035263875|0.034781910193589845|0.9661764
0.0022491766406940315|0.034781910193589845|0.9661704
0.0022491766406940315|0.03502289340509278|0.96558315
0.0023295043778616756|0.03502289340509278|0.9655402
0.0023295043778616756|0.035424532090931|0.9653907
0.0024098321150293196|0.035424532090931|0.9653406
0.0024098321150293196|0.035826170776769216|0.96484894
0.0024901598521969636|0.035826170776769216|0.9648374
0.0024901598521969636|0.03606715398827215|0.9644864
0.0025704875893646077|0.03606715398827215|0.9644667
0.0025704875893646077|0.03751305325728974|0.9634509
0.0027311430636998957|0.03751305325728974|0.96338195
0.0027311430636998957|0.037914691943127965|0.96318716
0.0028114708008675398|0.037914691943127965|0.9631667
0.0028114708008675398|0.038557313840469114|0.9627967
0.0028917985380351834|0.038557313840469114|0.96278775
0.0028917985380351834|0.0387179693148044|0.9627377
0.0029721262752028274|0.0387179693148044|0.9627154
0.0029721262752028274|0.03903928026347498|0.96256006
0.0031327817495381154|0.03903928026347498|0.9625075
0.0031327817495381154|0.039119608000642625|0.9624947
0.0032131094867057595|0.039119608000642625|0.96249324
0.0032131094867057595|0.04048517953249257|0.961434
0.0032934372238734035|0.04048517953249257|0.9614274
0.0032934372238734035|0.040806490481163145|0.9613287
0.0034540926982086916|0.040806490481163145|0.96121746
0.0034540926982086916|0.04088681821833079|0.9612127
0.0035344204353763356|0.04088681821833079|0.96111226
0.0035344204353763356|0.04160976785283958|0.96056837
0.0036147481725439796|0.04160976785283958|0.9605282
0.0036147481725439796|0.04169009559000723|0.96051127
0.0036950759097116232|0.04169009559000723|0.96046454
0.0036950759097116232|0.042011406538677805|0.9604034
0.003936059121214555|0.042011406538677805|0.96008277
0.003936059121214555|0.042172062013013094|0.960039
0.004096714595549843|0.042172062013013094|0.95990634
0.004096714595549843|0.0427343561731866|0.9594788
0.004177042332717487|0.0427343561731866|0.95935273
0.004177042332717487|0.04409992770503655|0.95853835
0.0042573700698851314|0.04409992770503655|0.95848864
0.0042573700698851314|0.04514418828821592|0.9571298
0.004337697807052775|0.04514418828821592|0.957085
0.004337697807052775|0.046268776608562934|0.9562831
0.0044180255442204195|0.046268776608562934|0.9562772
0.0044180255442204195|0.04707205398023938|0.95579845
0.004498353281388063|0.04707205398023938|0.9557699
0.004498353281388063|0.04715238171740702|0.95567864
0.004659008755723351|0.04715238171740702|0.95551234
0.004659008755723351|0.04795565908908346|0.9548407
0.004739336492890996|0.04795565908908346|0.9547844
0.004739336492890996|0.04859828098642461|0.9543005
0.004819664230058639|0.04859828098642461|0.9542692
0.004819664230058639|0.0487589364607599|0.95406336
0.004899991967226283|0.0487589364607599|0.9540583
0.004899991967226283|0.0494818860952687|0.9536983
0.004899991967226283|0.04964254156960399|0.95362335
0.004899991967226283|0.05245401237047152|0.9521138
0.004980319704393927|0.05245401237047152|0.9520669
0.004980319704393927|0.05253434010763917|0.95205575
0.005060647441561571|0.05253434010763917|0.9520325
0.005060647441561571|0.053337617479315605|0.9513619
0.005140975178729215|0.053337617479315605|0.9512744
0.005140975178729215|0.054703189011165554|0.9502545
0.005221302915896859|0.054703189011165554|0.95023197
0.005221302915896859|0.055265483171339065|0.9498669
0.005301630653064503|0.055265483171339065|0.94976246
0.005301630653064503|0.055506466382842|0.9496803
0.0054622861273997915|0.055506466382842|0.94955885
0.0054622861273997915|0.05582777733151257|0.9495194
0.005542613864567435|0.05582777733151257|0.94945645
0.005542613864567435|0.05639007149168608|0.9490588
0.0056229416017350795|0.05639007149168608|0.9489777
0.0056229416017350795|0.056791710177524296|0.9487702
0.005703269338902723|0.056791710177524296|0.9486584
0.005703269338902723|0.057514659812033096|0.9482553
0.005783597076070367|0.057514659812033096|0.94820744
0.005783597076070367|0.057675315286368385|0.9481623
0.005863924813238011|0.057675315286368385|0.94814813
0.005863924813238011|0.057835970760703674|0.9480786
0.005944252550405655|0.057835970760703674|0.94806856
0.005944252550405655|0.057996626235038956|0.9480154
0.006024580287573299|0.057996626235038956|0.947933
0.006024580287573299|0.058157281709374245|0.9478844
0.006104908024740943|0.058157281709374245|0.9478266
0.006104908024740943|0.058317937183709534|0.9478214
0.006185235761908587|0.058317937183709534|0.94768393
0.006185235761908587|0.05839826492087718|0.9476349
0.006265563499076231|0.05839826492087718|0.94759977
0.006265563499076231|0.05912121455538597|0.9471216
0.006345891236243875|0.05912121455538597|0.9470859
0.006345891236243875|0.05944252550405655|0.94683653
0.006426218973411519|0.05944252550405655|0.94681525
0.006426218973411519|0.05984416418989477|0.9466239
0.006586874447746807|0.05984416418989477|0.9465568
0.006586874447746807|0.06000481966423006|0.94624907
0.006667202184914451|0.06000481966423006|0.94616413
0.006667202184914451|0.0608080970359065|0.94581467
0.006747529922082095|0.0608080970359065|0.9457685
0.006747529922082095|0.06104908024740943|0.9456748
0.006827857659249739|0.06104908024740943|0.94559586
0.006827857659249739|0.061129407984577076|0.94552577
0.006908185396417383|0.061129407984577076|0.9455085
0.006908185396417383|0.06120973572174472|0.9455013
0.006988513133585027|0.06120973572174472|0.945476
0.006988513133585027|0.062334324042091736|0.9447598
0.007068840870752671|0.062334324042091736|0.9446605
0.007068840870752671|0.06265563499076231|0.94431895
0.007309824082255603|0.06265563499076231|0.9441804
0.007309824082255603|0.06345891236243875|0.9435381
0.007470479556590891|0.06345891236243875|0.9434221
0.007470479556590891|0.06402120652261226|0.94313693
0.0075508072937585345|0.06402120652261226|0.9431067
0.0075508072937585345|0.06498513936862399|0.9423867
0.007631135030926179|0.06498513936862399|0.9423482
0.007631135030926179|0.0655474335287975|0.9420089
0.007711462768093823|0.0655474335287975|0.94194776
0.007711462768093823|0.06619005542613865|0.9415424
0.007791790505261467|0.06619005542613865|0.9414665
0.007791790505261467|0.06643103863764158|0.94126815
0.00787211824242911|0.06643103863764158|0.9410964
0.00787211824242911|0.06683267732347979|0.9407699
0.007952445979596755|0.06683267732347979|0.9407638
0.007952445979596755|0.06819824885532974|0.9399953
0.0080327737167644|0.06819824885532974|0.939964
0.0080327737167644|0.06835890432966503|0.93982476
0.008113101453932042|0.06835890432966503|0.93972856
0.008113101453932042|0.06859988754116797|0.9394907
0.008273756928267331|0.06859988754116797|0.9392801
0.008273756928267331|0.06868021527833561|0.93927735
0.008354084665434974|0.06868021527833561|0.9392684
0.008354084665434974|0.06876054301550326|0.93920225
0.008434412402602618|0.06876054301550326|0.9391085
0.008434412402602618|0.06916218170134147|0.9388975
0.008514740139770263|0.06916218170134147|0.93888426
0.008514740139770263|0.06948349265001205|0.93873864
0.008595067876937907|0.06948349265001205|0.9387045
0.008595067876937907|0.06956382038717969|0.93865705
0.00867539561410555|0.06956382038717969|0.9385684
0.00867539561410555|0.06964414812434734|0.93846226
0.008755723351273195|0.06964414812434734|0.93842477
0.008755723351273195|0.07036709775885613|0.9381188
0.008836051088440839|0.07036709775885613|0.9381174
0.008836051088440839|0.07100971965619729|0.9375046
0.008916378825608483|0.07100971965619729|0.93722236
0.008916378825608483|0.07125070286770022|0.93714374
0.008996706562776126|0.07125070286770022|0.9371023
0.008996706562776126|0.07181299702787372|0.93685657
0.009157362037111415|0.07181299702787372|0.93683374
0.009157362037111415|0.0726966021367178|0.9363636
0.009237689774279058|0.0726966021367178|0.93632776
0.009237689774279058|0.07317856855972367|0.9361037
0.009318017511446702|0.07317856855972367|0.93604803
0.009318017511446702|0.07349987950839425|0.9359433
0.009398345248614347|0.07349987950839425|0.93588555
0.009398345248614347|0.07446381235440598|0.93510425
0.009478672985781991|0.07446381235440598|0.9350883
0.009478672985781991|0.07470479556590891|0.93495333
0.009639328460117278|0.07470479556590891|0.9348805
0.009639328460117278|0.07502610651457949|0.9345555
0.009719656197284923|0.07502610651457949|0.93451494
0.009719656197284923|0.07534741746325006|0.9342393
0.009799983934452566|0.07534741746325006|0.9342045
0.009799983934452566|0.07574905614908828|0.9340654
0.00988031167162021|0.07574905614908828|0.9340336
0.00988031167162021|0.07631135030926178|0.9338161
0.009960639408787855|0.07631135030926178|0.93372333
0.009960639408787855|0.07639167804642943|0.9337128
0.010121294883123142|0.07639167804642943|0.9336716
